ID,Text,Comment
Lapantouflemagic.Distillery.FlavorDescription,"""炼金术师不能也做这个吗？"" 
- 妈妈海狸",880
Good.Cure.DisplayName,抗污染因子,881
Good.Cure.PluralDisplayName,抗污染因子,882
Lapantouflemagic.4Dynamite.DisplayName,四倍炸药,883
Lapantouflemagic.SmallAquiferPumpCopy.DisplayName,含水层泵,884
Lapantouflemagic.DamDrain.FlavorDescription,"请不要用树枝、原木或你击败的敌人尸体堵住叶片。",886
Lapantouflemagic.WaterCannonH.DisplayName,水炮70°,887
Lapantouflemagic.WaterCannonH.Description,"机械水泵的一种有趣进化，可以以70°角射水用于远程灌溉。
允许将水射向较高处，但射程较短。
<color=green>水炮将继续工作，直到水位达到蓝色旗帜</color>",888
Lapantouflemagic.WaterCannonL.DisplayName,水炮30°,889
Lapantouflemagic.WaterCannonL.Description,"机械水泵的一种有趣进化，可以以30°角射水用于远程灌溉。
最大化射程，但牺牲了高度。
<color=green>水炮将继续工作，直到水位达到蓝色旗帜</color>",890
Lapantouflemagic.WaterCannonM.DisplayName,水炮45°,891
Lapantouflemagic.WaterCannonM.Description,"机械水泵的一种有趣进化，可以以45°角射水用于远程灌溉。
在射程和高度之间提供良好的平衡。
<color=green>水炮将继续工作，直到水位达到蓝色旗帜</color>",892
Lapantouflemagic.BananaTree.DisplayName,香蕉树,893
Lapantouflemagic.BananaTree.FlavorDescription,现在我们只需要巧克力和冰淇淋了…,894
Lapantouflemagic.Banana.DisplayName,香蕉,895
Lapantouflemagic.Banana.PluralDisplayName,香蕉,896
Lapantouflemagic.GreenHouse.DisplayName,温室,897
Lapantouflemagic.GreenHouse.Description,"一个大型温室，保持香蕉树温暖和快乐。
可以在其上放置巨型平台。
<color=red>易碎建筑！请小心！仅允许种植香蕉树！
此建筑物不防水！</color>",898
Lapantouflemagic.GreenHouse.FlavorDescription,"""如果你只吃香蕉，你的牙齿不会磨损，最终它们会长得这么长，甚至穿透你的头骨。"" 
- 妈妈海狸",899
Lapantouflemagic.Trebuchet.Description,唯一现实的方式来处理所有那些无用的石头。还允许那只爱学习的海狸研究一下弹道学。,900
Lapantouflemagic.Badbucket.DisplayName,污水提取平台,901
Lapantouflemagic.Badbucket.Description,"一些原木和木板随意搭成的平台，勉强够用来用桶提取污水，希望不要弄脏自己。",902
Lapantouflemagic.Badbucket.FlavorDescription,"""我确信我们可以用这个液体做些有用的东西，我们只需要一个愿意接受的人。肯定鲍比会愿意做这件事。"" 
- 一个科学家海狸",903
Lapantouflemagic.ZauerKrautBarrel_Noworker.DisplayName,发酵桶（无工人）,904
Lapantouflemagic.ZauerKrautBarrel_Noworker.Description,"一个可以装满各种东西的桶，等待发酵、腌制或分解。",905
Lapantouflemagic.ZauerKrautBarrel.DisplayName,发酵桶,906
Lapantouflemagic.ZauerKrautBarrel.Description,"一个可以装满各种东西的桶，等待发酵、腌制或分解。这种变体有专门的工人。",907
Lapantouflemagic.ZauerKrautBarrel.FlavorDescription,"""一个永远不会被打开的封闭空间？有趣……"" 
- 啃木者杰克",908
Lapantouflemagic.Crappywindmills.DisplayName,糟糕的风车,909
Luc.Library.Description,"一个大建筑，里面有很多书可以研究。
可以使用图层浏览工具“打开”图书馆。
<color=green>可以在内部放置模块</color>",910
Lapantouflemagic.Factory.Description,"一个大型工业建筑，用于将金属熔炼成钢，并制造有价值的物品。
<color=#00FFFF>可作为堤坝使用</color>",912
Lapantouflemagic.TreeNursery.Description,"一个专门的建筑，农业学家海狸在其中小心地照料小树苗，并在移植到室外之前培育异国品种。
<color=red>建筑主体可以从底部连接梯子或井梯小屋。</color>
<color=#00FFFF>稍后可使其防水</color>",914
Lapantouflemagic.LargeWaterWheel.Description,"一个更大、更高效的水轮，侧面支撑。",915
Lapantouflemagic.BIT.Description,"一个为最聪明的海狸开发新技术的高级科学研究所。
<color=red>此建筑不防水！</color>",917
Lapantouflemagic.GreaterCookingtent.Description,"一个大帐篷，海狸们可以在这里聚会，享用传奇的“豪华炖菜”。
<color=#FF6EC7>无需工人也可运行。</color>",919
Lapantouflemagic.Fireflyfarm.DisplayName,萤火虫养殖站,920
Lapantouflemagic.Fireflyfarm.Description,"一个为最勇敢的海狸保留的特殊工作场所。从幼虫中培育出巨型食肉萤火虫，以从它们的腹部收集发光液体。
这只凶猛的怪物始终被绑住，以确保<i>绝对</i>安全。",921
Lapantouflemagic.Fireflyfarm.FlavorDescription,"""你们看，小海狸们，每件坏事都有其积极的一面！照顾这些家伙相当容易，它还能做什么？吃掉我的假肢？哈哈！"" 
- 海狸爷爷，关于如何过上幸福生活的教诲",922
Lapantouflemagic.RobotParts.DisplayName,机器人部件,923
Lapantouflemagic.RobotParts.PluralDisplayName,机器人部件,924
Lapantouflemagic.InsectLarva.DisplayName,昆虫幼虫,925
Lapantouflemagic.InsectLarva.PluralDisplayName,昆虫幼虫,926
Need.Insectdeath.DisplayName,萤火虫之死,927
Need.Insectdeath.DeathMessage,"<color=green>不知道“食肉”是什么意思，试图抚摸一只巨型萤火虫，证明最好还是向老师提问。</color>",928
Lapantouflemagic.Glowfluid.DisplayName,发光液体,929
Lapantouflemagic.Glowfluid.PluralDisplayName,发光液体,930
Lapantouflemagic.BridgePlatform.DisplayName,桥梁平台,931
Lapantouflemagic.BridgePlatform.Description,"一个轻便的平台，需要在两侧找到支撑点才能安全使用。
<color=green>可以放置在</color><color=red>非防水</color><color=green>建筑物之间</color>",932
Lapantouflemagic.BridgePlatform.FlavorDescription,"""终于，我们可以制作一个真正的三维食物迷宫了"" 
- 一位建筑师海狸",933
Lapantouflemagic.GiantLogBridge.Description,"一半的红杉艺术性地卡在两侧的支撑结构之间。
可以在其上建造，并配有灯光，作物依然可以在其下生长。也让住在下层的海狸不用在完全黑暗中生活。",935
Lapantouflemagic.GiantLogBridge.FlavorDescription,"""真的没人担心这个东西会掉下来吗？"" 
- 一位农夫海狸",936
Lapantouflemagic.FruitBar.DisplayName,果汁吧,937
Lapantouflemagic.FruitBar.Description,"一个巨大的宴会厅，海狸们可以满足他们所有与水果或饮料相关的需求，或者享受一点舞蹈和社交聚会。
配方降低了对解渴的需求，但更有效地满足了所有水果和饮料的需求
<color=green>'’果汁吧’’ 物品只能存放在这里</color>。
<color=#00FFFF>作为堤坝使用</color>",938
Lapantouflemagic.FruitBar.FlavorDescription,"""铁牙派会认为这个地方很浪费，那是因为他们讨厌娱乐。还有，因为他们没有十几种不同的饮料可供选择。",939
Lapantouflemagic.primitivedam3x3Utilityupgrade.DisplayName,水闸坝,940
Lapantouflemagic.primitivedam3x3Utilityupgrade.Description,"一个机械化的水坝，可以升降以控制水流。
可以直接建在地面上，不需要基础坝。
<color=#00FFFF>水闸</color>",941
Lapantouflemagic.primitivedam3x3Utilityupgrade.FlavorDescription,"见证棍子和胶水的强大力量！当然还有螺丝、木板、金属梁和适当的规划。",942
Lapantouflemagic.Buffet.DisplayName,自助餐厅,943
Lapantouflemagic.Buffet.Description,"一个巨大的四层厨房，旨在保持大型自助餐厅永久运转，这样海狸们可以在一个地方找到他们想要的所有食物。
也可以作为社交聚会场所。
配方降低了对食物的需求，但更有效地满足了所有具体的食物需求
<color=green>'’自助餐’’ 物品只能存放在这里</color>。
<color=#00FFFF>作为堤坝使用</color>",944
Lapantouflemagic.Buffet.FlavorDescription,"""Folktails会喜欢这个地方，如果他们不害怕走在这…看似脆弱的…玻璃上…高悬于几米的空中…我…呃…我有荆棘要割，走了！""",945
Lapantouflemagic.MintEssence.DisplayName,吸热精华,946
Lapantouflemagic.MintEssence.PluralDisplayName,吸热精华,947
Lapantouflemagic.ReciepeToggle.Null,按下,954
Lapantouflemagic.DamDrainIN.DisplayName,水坝排水屋（向内）,955
Lapantouflemagic.DamDrainOUT.DisplayName,水坝排水屋（向外）,956
Lapantouflemagic.Mushroomfarm.DisplayName,转基因种植实验室,957
Lapantouflemagic.Mushroomfarm.Description,"一个封闭的地方，用于在最佳条件下种植转基因蘑菇或植物，产生惊人的产量和生长速度。
<color=#FF6EC7>无需工人也能运作。</color>
<color=#00FFFF>作为堤坝使用</color>",958
Lapantouflemagic.Mushroomfarm.FlavorDescription,"""我应该吃这个红白相间的蘑菇吗？看起来很美味"" 
- 傻瓜Bobby，遗言。",959
Lapantouflemagic.MechanizedPinkwoodFarm.DisplayName,"发条水培
永盛花农场",960
Lapantouflemagic.MechanizedPinkwoodFarm.Description,"一个复杂的装置，巧妙地将机械能转化为木材。
锯片需要定期更换。
<color=green>需要搬运工</color>来将多余的资源存放。",961
Lapantouflemagic.MechanizedPinkwoodFarm.FlavorDescription,"""海狸工程的第一法则，就是不要过于仔细查看机制"" 
- 海狸爷爷，关于他胡须发生了什么。",962
Lapantouflemagic.OmniFood.DisplayName,自助餐,963
Lapantouflemagic.OmniFood.PluralDisplayName,自助餐,964
Lapantouflemagic.OmniDrink.DisplayName,果汁吧,965
Lapantouflemagic.OmniDrink.PluralDisplayName,果汁吧,966
Good.Ananasjuice.DisplayName,菠萝汁,967
Good.Ananasjuice.PluralDisplayName,菠萝汁,968
Lapantouflemagic.WarmStorageBaseR.DisplayName,汤之手,969
Lapantouflemagic.HaulingTower.DisplayName,搬运塔,970
Lapantouflemagic.HaulingTower.Description,"一个由搬运工设计的荒诞建筑，旨在向建筑师、机械师和工程师们展示是谁真正掌控局面。",971
Lapantouflemagic.HaulingTower.FlavorDescription,"""至少观景台挺不错的！"" 
- 一位农夫海狸",972
Lapantouflemagic.Woodupgrade.DisplayName,林业搬运升级,973
Lapantouflemagic.Woodupgrade.FlavorDescription,"""这个塔是干嘛的？"" 
- 一只困惑的伐木海狸",975
ToolGroups.Lapantouflemagic.AdvancedBuildings,高级建筑,976
Lapantouflemagic.NewCentrifuge.DisplayName,离心机,977
Lapantouflemagic.NewCentrifuge.Description,"一个高大的沙漏形离心机，用于从人类的核废料中提纯核燃料。
同时也充当了一个有点不实用的住所，作为对传统的坚守。
<color=#FF6EC7>无需工人也能运作。</color>
<color=#00FFFF>作为堤坝使用</color>",978
Lapantouflemagic.NewCentrifuge.FlavorDescription,"幸运的是，一些海狸即使在最不可能的环境下也能入睡。",979
Lapantouflemagic.NuclearPress.DisplayName,核热压机,980
Lapantouflemagic.NuclearPress.Description,"一个超大的压机，使用核热从向日葵种子中榨取更多的油。
<color=#FF6EC7>无需工人也能运作。</color>
<color=#00FFFF>作为堤坝使用</color>",981
Lapantouflemagic.NuclearPress.FlavorDescription,可能适合居住。,982
Lapantouflemagic.NuclearFuel.DisplayName,核燃料,983
Lapantouflemagic.NuclearFuel.PluralDisplayName,核燃料,984
Lapantouflemagic.NuclearFuelFast.DisplayName,催化提纯,985
Lapantouflemagic.NuclearFuelSlow.DisplayName,缓慢提纯,986
Lapantouflemagic.FermentationHouse.DisplayName,发酵屋,987
Lapantouflemagic.FermentationHouse.Description,"一个小屋，居民负责管理和照顾六个发酵桶。
<color=#FF6EC7>无需工人也能运作。</color>
<color=#00FFFF>作为堤坝使用</color>",988
Lapantouflemagic.FermentationHouse.FlavorDescription,"""如果我多留一点，没人会注意的…"" 
- 一位发酵工海狸",989
Lapantouflemagic.AdvancedWarmstorage.DisplayName,高级保温仓库,990
Lapantouflemagic.AdvancedWarmstorage.Description,"一个改造过的中空搬运塔，作为温暖食物的巨大储存空间使用。
中心有一个低级放射性物质的巨大棒，为其永久提供热量。",991
Lapantouflemagic.AdvancedWarmstorage.FlavorDescription,"""更好的是，放在里面的食物永远不会腐烂，而供应它的傻瓜们从来没有后代！"" 
- 一位优生学海狸",992
Lapantouflemagic.NewFloodgateDam.DisplayName,水闸坝,993
Lapantouflemagic.NewFloodgateDam.Description,一种复杂但极其方便的坝体，可通过升降控制水流。,994
Lapantouflemagic.NewFloodgateDam.FlavorDescription,"""啊，进步！"" 
- 一位机械师海狸",995
Lapantouflemagic.WaterStore.DisplayName,水储存,996
Good.Onigiri_Salt.DisplayName,饭团,997
Good.Onigiri_Salt.PluralDisplayName,饭团,998
Lapantouflemagic.Lotus.DisplayName,莲花,999
Lapantouflemagic.Lotus.PluralDisplayName,莲花,1000
Lapantouflemagic.Lotus.FlavorDescription,"""如果你找到一朵黑色的，你可以把它卖给书呆子，换成数千棵卷心菜！"" 
- 一位农夫海狸",1001
Lapantouflemagic.Nenuphar.DisplayName,睡莲,1002
Lapantouflemagic.Nenuphar.PluralDisplayName,睡莲,1003
Lapantouflemagic.Lotus_Item.DisplayName,采摘莲花,1004
Lapantouflemagic.Lotus_Item.PluralDisplayName,采摘莲花,1005
Lapantouflemagic.Lotus_Flower.DisplayName,莲花花朵,1006
Lapantouflemagic.Lotus_Flower.PluralDisplayName,莲花花朵,1007
Lapantouflemagic.Lotusprocessing.DisplayName,采摘莲花处理,1008
Good.DandelTea.DisplayName,莲花茶,1009
Good.DandelTea.PluralDisplayName,莲花茶,1010
Lapantouflemagic.FloodgateDamBlueprint.DisplayName,水闸坝蓝图,1015
Lapantouflemagic.FloodgateDamBlueprint.PluralDisplayName,水闸坝蓝图,1016
Lapantouflemagic.FloodgateDamFancyBlueprint.DisplayName,精美水闸坝蓝图,1017
Lapantouflemagic.FloodgateDamFancyBlueprint.PluralDisplayName,精美水闸坝蓝图,1018
Lapantouflemagic.SFITBFancyBlueprint.DisplayName,超级肥料灌溉塔浴场蓝图,1019
Lapantouflemagic.SFITBFancyBlueprint.PluralDisplayName,超级肥料灌溉塔浴场蓝图,1020
Lapantouflemagic.SFITBBlueprint.DisplayName,超级肥料灌溉塔浴场精美蓝图,1021
Lapantouflemagic.SFITBBlueprint.PluralDisplayName,超级肥料灌溉塔浴场精美蓝图,1022
Lapantouflemagic.MechanizedSpadderdockfarm.DisplayName,发条水培莲花农场,1023
Good.Hydrogen.DisplayName,氢气,1024
Good.Hydrogen.PluralDisplayName,氢气,1025
Lapantouflemagic.RuinExploration.DisplayName,遗迹探索,1026
Lapantouflemagic.RuinExploration.PluralDisplayName,遗迹探索,1027
Lapantouflemagic.SkyExploration.DisplayName,天空探索,1028
Lapantouflemagic.SkyExploration.PluralDisplayName,天空探索,1029
Group.PowerShafts.DisplayName,动力轴,1030
Lapantouflemagic.ScrollHolder.DisplayName,卷轴展示架,1031
Lapantouflemagic.ScrollHolder.Description,一个小型存储架，用于存放一卷卷轴，方便从其他地区引进蓝图。,1032
Lapantouflemagic.ScrollHolder.FlavorDescription,"""枕头是哪里来的？""",1033
Lapantouflemagic.NuclearPowerPlant.Group.DisplayName,核电站,1058
Lapantouflemagic.NuclearBase.DisplayName,核基地,1059
Lapantouflemagic.NuclearBase.Description,"<color=yellow>核电站 1/4</color>
一个超大结构，作为多达四个核反应堆组件的基础。
包含用于访问模块的内部通道。
<color=#00FFFF>作为堤坝使用</color>",1060
Lapantouflemagic.NuclearBase.FlavorDescription,"""这么多浪费的空间…你知道我可以用这么多地种多少卷心菜吗？"" 
- 一位农夫海狸",1061
Lapantouflemagic.NuclearBoiler.DisplayName,核锅炉及住所,1062
Lapantouflemagic.NuclearBoiler.Description,"<color=yellow>核电站 2/4</color>
一个大型建筑，支持核锅炉及相关机械。也作为一个大型住所，毕竟这是意料之中的，对吧？
<color=#00FFFF>作为堤坝使用</color>",1063
Lapantouflemagic.NuclearBoiler.FlavorDescription,"""里面总是暖暖的，我喜欢"" 
- 海狸妈妈",1064
Lapantouflemagic.NuclearReactor1.DisplayName,基础核反应堆,1065
Lapantouflemagic.NuclearReactor1.Description,"<color=yellow>核电站 3/4</color>
一个相对较弱的核反应堆，仅使用低级核废料进行建造和供能。
<color=red>每秒删除0.5立方米液体。
即使不产生能量时也会删除水！</color>
需要冷却塔（第4部分）以连接电源。
<color=#00FFFF>作为堤坝使用</color>",1066
Lapantouflemagic.NuclearReactor2.DisplayName,高级核反应堆,1067
Lapantouflemagic.NuclearReactor2.Description,"<color=yellow>核电站 3/4</color>
一个强大的核反应堆，使用核废料和核燃料的混合物建造。消耗核燃料。
<color=red>每秒删除1.5立方米液体。
即使不产生能量时也会删除水！</color>
需要冷却塔（第4部分）以连接电源。
<color=#00FFFF>作为堤坝使用</color>",1068
Lapantouflemagic.NuclearReactor3.DisplayName,超负荷核反应堆,1069
Lapantouflemagic.NuclearReactor3.Description,"<color=yellow>核电站 3/4</color>
一个极其强大的核反应堆，使用提纯的核燃料建造并供能。
<color=red>每秒删除4.5立方米液体。
即使不产生能量时也会删除水！</color>
需要冷却塔（第4部分）以连接电源。
<color=#00FFFF>作为堤坝使用</color>",1070
Lapantouflemagic.NuclearReactor.FlavorDescription,"""每天早上有人必须按下大按钮，如果运气不好，砰！
否则什么也不会发生，直到第二天。当然这毫无道理，但这就是人类认为核能运作的方式。"" 
- 一位人类历史学家海狸",1071
Lapantouflemagic.PowerPlantChemney.DisplayName,核蒸汽通风口,1072
Lapantouflemagic.PowerPlantChemney.Description,"<color=yellow>核电站 4/4</color>
一个由巨大的半圆木制成的高大中空塔，旨在将蒸汽引导至高空。
在此过程中收集一些水，并允许将下方的反应堆连接到动力轴。",1073
Lapantouflemagic.PowerPlantChemney.FlavorDescription,"""我有点想在那水里游泳…"" 
- 一位核物理学家海狸",1074
Lapantouflemagic.PhDInNuclearPhysics.DisplayName,核物理学博士学位,1075
Lapantouflemagic.PhDInNuclearPhysics.PluralDisplayName,核物理学博士学位,1076
Lapantouflemagic.BetterDamDrain.DisplayName,水坝排水屋,1077
Lapantouflemagic.DamDrain.Description,"一个小型防水屋，支持一条大型排水管，直接作为动力轴使用。
管道模块需单独建造。
<color=#00FFFF>作为堤坝使用</color>",1078
Lapantouflemagic.BetterDamDrainPIPE.DisplayName,水坝排水屋管道模块（无限）,1079
Lapantouflemagic.BetterDamDrainPIPE.Description,"一条与动力轴对齐的大型管道，安装在水坝排水屋中。
无视出口水位，将水向指定方向推送。",1080
Lapantouflemagic.BetterDamDrainPIPELimited.DisplayName,水坝排水屋管道模块（有限）,1081
Lapantouflemagic.BetterDamDrainPIPELimited.Description,"一条与动力轴对齐的大型管道，安装在水坝排水屋中。
将水向指定方向推送，但在管道被淹没时将停止。",1082
Lapantouflemagic.BetterDamDrainPIPE.FlavorDescription,"""它可以泵送任何液体，包括不小心掉进去的小海狸…""",1083
Lapantouflemagic.NEWEngine.Description,"燃烧甲烷产生能量。
<color=#00FFFF>作为堤坝使用</color>",1084
Billboard.NUCLEARBoard.DisplayName,核电板,1085
Billboard.NUCLEARBoard.Description,"安装你第一个家庭核电站的视觉辅助工具。
也适用于后续的电站安装。",1086
Lapantouflemagic.NuclearLevee.DisplayName,核堤坝,1087
Lapantouflemagic.NuclearLevee.Description,"一个2层高的定制堤坝，专门设计用于在核反应堆之间安装，以增强内部水池的储水能力。
<color=#00FFFF>确实是一个堤坝</color>",1088
Lapantouflemagic.NuclearLevee.FlavorDescription,"""我从来不记得为什么我们不直接建造更多的这种东西，做一个巨大的水坝…但如果我问的话，我肯定他们会笑话我，说我老糊涂了…"" 
- 智者无牙，海狸长老，自言自语。",1089
Lapantouflemagic.BuildersTower.DisplayName,建筑塔,1090
Lapantouflemagic.BuildersTower.FlavorDescription,"""有些人需要踩到钉子才能学会教训…""",1092
Lapantouflemagic.MedicalBed_Injury.DisplayName,医疗床：受伤,1093
Lapantouflemagic.MedicalBed_Injury.Description,"为受伤的海狸提供一个休息的地方，并让它们大量饮用<color=green>半发酵的清酒</color>，这通常会导致它们暂时不动。",1094
Lapantouflemagic.MedicalBed_Burns.DisplayName,医疗床：轻度烧伤,1095
Lapantouflemagic.MedicalBed_Burns.Description,"为烧伤的海狸提供一个休息和愈合的地方，得益于<color=green>基础药膏</color>的舒缓效果。",1096
Lapantouflemagic.MedicalBed_Disease.DisplayName,医疗床：轻度疾病,1097
Lapantouflemagic.MedicalBed_DiseaseDescription,为生病的海狸提供一个休息和恢复的地方，得益于<color=green>荆棘花</color>的药用特性。,1098
Lapantouflemagic.IrrigationLodge.DisplayName,灌溉小屋,1099
Lapantouflemagic.WonderIrrigationTower.DisplayName,超级肥料灌溉塔浴场,1102
Lapantouflemagic.WonderIrrigationTower.FlavorDescription,"""如果人们继续认为灌溉塔很无聊，那就继续改进它们，直到他们喜欢为止！"" 
- 一位木匠海狸",1103
Lapantouflemagic.WonderIrrigationTower.Description,"终极灌溉塔：一个升高的浴池，用脏水灌溉作物，为其施肥以加快生长，同时占地面积最小。
<color=green>水消耗与灌溉面积成比例。
地面作物生长速度 +15 %</color>
<color=#FF6EC7>无需工人也能运作。</color>",1104
Lapantouflemagic.IrrigationTower2.Description,"一个建在高跷上的房子，支持一个灌溉水箱。
<color=green>水消耗与灌溉面积成比例。</color>
<color=red>可被压毁的建筑！请小心！
该建筑下仅允许种植作物</color>
<color=#FF6EC7>无需工人也能运作。</color>",1105
Lapantouflemagic.Irrigation.group.DisplayName,灌溉,1106
Good.SolarCell.DisplayName,太阳能电池,1107
Good.SolarCell.PluralDisplayName,太阳能电池,1108
Lapantouflemagic.DeepRuin.Group.DisplayName,深渊探索,1109
Lapantouflemagic.OmniFoodS.DisplayName,小型自助餐,1110
Lapantouflemagic.OmniFoodL.DisplayName,大型自助餐,1111
Lapantouflemagic.OmniDrinkS.DisplayName,小型果汁吧,1112
Lapantouflemagic.OmniDrinkL.DisplayName,大型果汁吧,1113
Lapantouflemagic.HoomanUndergroundFactory.DisplayName,人类地下工厂操作团队,1115
Lapantouflemagic.HoomanUndergroundFactory.Description,"向深渊派遣一支专业海狸队伍，专门修复和重新激活远超我们技术水平的古代人类机械。
需要专门工匠海狸整天才能完成的任务，现在可以在短短几个小时内多次完成。",1116
Lapantouflemagic.HoomanUndergroundFactory.FlavorDescription,"""显然，人类最大的恐惧之一是他们的机器会反叛，这有多愚蠢？这块大金属块怎么可能…哎呀！它电到我了！""",1117
Lapantouflemagic.GasExctractor.DisplayName,气体提取器,1118
Lapantouflemagic.GasExctractor.Description,一个机械泵，可以开发由探索队伍发现的各种气体储藏。,1119
Lapantouflemagic.GasExctractor.FlavorDescription,"""你绝对想不到那下面有多少不同的气味…""",1120
Lapantouflemagic.DeepMinePILEstorage.DisplayName,深矿堆存储,1121
Lapantouflemagic.DeepMinestorage.Description,将废弃的人类设施的一个空置区改造成储存大量资源的地方。,1122
Lapantouflemagic.DeepMinePILEstorage.FlavorDescription,"""这个地方太大了，我们可以花一辈子来探索它。"" 
- 一位探险家海狸",1123
Lapantouflemagic.DeepMineBOXStorage.DisplayName,深矿箱存储,1124
Lapantouflemagic.DeepMineBOXStorage.FlavorDescription,"""他们为什么需要这么多空间？他们打算住在这里吗？为了应对自己制造的末日？"" 
- 一位探险家海狸",1125
Lapantouflemagic.NuclearWasteCollector.DisplayName,核废料采集中心,1126
Lapantouflemagic.NuclearWasteCollector.Description,"向深渊派遣一支专业海狸队伍，专门回收那些人类很久以前埋藏在那里的奇怪温暖物质，以便再次提炼成有用的东西。",1127
Lapantouflemagic.NuclearWasteCollector.FlavorDescription,"""探索？不不不…这不是我的工作，我做这个是因为我珍惜我的生命。""",1128
Reciepe.BetterAlcohol.DisplayName,完全发酵与蒸馏米酒,1129
Reciepe.ResinSynthesis.DisplayName,人工树脂合成,1130
Reciepe.Cubane.DisplayName,八硝基立方烷合成,1131
Lapantouflemagic.AbyssTourismOffice.DisplayName,深渊旅游中心,1132
Lapantouflemagic.AbyssTourismOffice.Description,"组织在已探索安全区域的导览游，探索废弃的人类设施。
保证100%无吃人的怪物。",1133
Lapantouflemagic.AbyssTourismOffice.FlavorDescription,"""谁不喜欢也许会被吃人的刺激感，而实际上并不会被吃掉呢？""",1134
Reciepe.Incinerate_Nenuphar.DisplayName,燃烧多余的睡莲,1135
Reciepe.Incinerate_Lotus_Flower.DisplayName,燃烧多余的莲花花朵,1136
Reciepe.Incinerate_sawdust.DisplayName,燃烧多余的锯末,1137
Lapantouflemagic.HoomanUndergroundChemPlant.DisplayName,人类地下化学实验室操作团队,1138
Lapantouflemagic.HoomanUndergroundChemPlant.Description,"向深渊派遣一支化学家海狸队伍，研究并重新激活古代人类的化学工厂。
他们的工艺远比我们的先进，我们肯定会学到很多！",1139
Lapantouflemagic.HoomanUndergroundChemPlant.FlavorDescription,"""从基本元素中制造树脂？太神奇了！""",1140
Lapantouflemagic.NEWLumberjackHouse.DisplayName,伐木工的小屋,1141
Lapantouflemagic.NEWLumberjackHouse.Description,"一个半谷仓半住所的建筑，供一群伐木工人工作。内含一些工具，帮助他们高效工作。同时也能容纳一个家庭。
<color=#FF6EC7>支持升级</color>
<color=#00FFFF>作为堤坝使用</color>",1142
Lapantouflemagic.NEWLumberjackHouse.FlavorDescription,"""我爸爸是最棒的！他建造了我们整个房子！"" 
- 典型的小海狸吹牛",1143
Lapantouflemagic.TappersShack.Description,"雇佣一整队采脂工从松树中采集树脂。有时还会修剪巨型红杉，获取一些木材。
<color=#FF6EC7>支持升级</color>
<color=#00FFFF>作为堤坝使用</color>",761
Lapantouflemagic.TriangleGatheringHouse.DisplayName,采收工的小屋,1144
Lapantouflemagic.TriangleGatheringHouse.Description,"一个重新设计的农舍，由一群采收工海狸使用，以便高效地分配工作。也能容纳一个家庭。
<color=#FF6EC7>支持升级</color>
<color=#00FFFF>作为堤坝使用</color>",1145
Lapantouflemagic.TriangleGatheringHouse.FlavorDescription,"""你敢满身泥和浆果汁进我的屋子！先去洗个澡，不然我亲自把你扔进河里！"" 
- 海狸妈妈，每天晚上。",1146
Lapantouflemagic.NEWFarmhouse.Description,"雇佣农民来种植和收割作物。
<color=#FF6EC7>支持升级</color>
<color=#00FFFF>作为堤坝使用</color>",494
Lapantouflemagic.Woodupgrade.Description,"一个放置在相邻于<color=#FF6EC7>三角屋顶可升级</color>建筑上的升级模块。
雇佣<color=green>10名搬运工</color>。
<color=#00FFFF>作为堤坝使用</color>",974
Lapantouflemagic.Woodupgrade_ObservationDeck.DisplayName,林业观景台升级,1147
Lapantouflemagic.Woodupgrade_ObservationDeck.Description,"一个放置在相邻于<color=#FF6EC7>三角屋顶可升级</color>建筑上的升级模块。
海狸们喜欢从高处俯瞰他们用爪子和牙齿建造的城镇。
<color=#00FFFF>作为堤坝使用</color>",1148
Lapantouflemagic.Woodupgrade_ObservationDeck.FlavorDescription,"""显然，人类曾经建造像这样的高塔，上面放一个叫做‘’无线电‘’的东西，但他们为什么要‘看穿’别人呢？"" 
- 深渊探索报告第62号",1149
Lapantouflemagic.NiceView.DisplayName,观景台,455
Lapantouflemagic.ContaminatedJail.Description,"用于将被污染的海狸与其他居民隔离的监狱。
被监禁的海狸不再需要喝水、吃饭、睡觉、住所或清洁，直到他们<s>学到了教训</s>感觉好些为止。",792
Reciepe.NitrateSynthesis.PluralDisplayName,硝酸盐合成,1150
Lapantouflemagic.Hobbygardener.Description,"一个占用了过多材料的小房子，完全是为了让一只海狸享受他的爱好。
如果你愚蠢地失去了所有浆果，或者设法消灭了荆棘，这个房子可能会拯救你的殖民地。
露台必须<color=yellow>在地面以上。</color>
<color=#00FFFF>作为堤坝使用</color>",836
Lapantouflemagic.AssemblyLine.DisplayName,装配线,1151
Lapantouflemagic.AssemblyLine.Description,"一个中型工业建筑，用于加工大量资源。
<color=#00FFFF>作为堤坝使用</color>",1152
Lapantouflemagic.AssemblyLine.FlavorDescription,"""外面的起重机是纯装饰的吗？""",1153
Reciepe.Multijuice.PluralDisplayName,多汁加工,1154
Reciepe.TurboToysETC.PluralDisplayName,制造品,1155
Bot.DisplayName.WaterBeaver,搬运机器人 {0},1156
Lapantouflemagic.PhDInRobotics.DisplayName,机器人学博士学位,1157
Lapantouflemagic.PhDInRobotics.PluralDisplayName,机器人学博士学位,1158
Lapantouflemagic.Heavygravitybattery.DisplayName,重力电池,1159
Lapantouflemagic.Heavygravitybattery.Description,"一个使用极其致密的物质作为重力源的重型电池。",1160
